EPOCHS,MODEL,CUSTOM EMBEDDING,OPTIM,OUTPUT_SIZE,BATCH_SIZE,ACC_TRAIN,ACC_TEST,ERROR_TRAIN,ERROR_TEST
1,LSTM,True,"ADAM,0.001",16,50,51.62612795829773,52.590906620025635,0.692598819732666,0.6914086937904358
2,LSTM,True,"ADAM,0.001",16,50,61.53603792190552,66.48181676864624,0.6510883569717407,0.6150358319282532
3,LSTM,True,"ADAM,0.001",16,50,69.7702705860138,70.65454721450806,0.5819895267486572,0.5623286962509155
4,LSTM,True,"ADAM,0.001",16,50,74.76576566696167,73.32272529602051,0.513481080532074,0.5290669202804565
5,LSTM,True,"ADAM,0.001",16,50,77.2702693939209,75.02727508544922,0.4713495373725891,0.5054795145988464
6,LSTM,True,"ADAM,0.001",16,50,79.13063168525696,75.66817998886108,0.4428684711456299,0.49748143553733826
7,LSTM,True,"ADAM,0.001",16,50,80.29729723930359,74.97727274894714,0.4223635792732239,0.5098350644111633
8,LSTM,True,"ADAM,0.001",16,50,81.25225305557251,75.9954571723938,0.4076940715312958,0.4951142966747284
9,LSTM,True,"ADAM,0.001",16,50,82.39189386367798,76.36818289756775,0.38947051763534546,0.5111169815063477
10,LSTM,True,"ADAM,0.001",16,50,83.05855989456177,76.09545588493347,0.37619999051094055,0.5127733945846558
11,LSTM,True,"ADAM,0.001",16,50,84.02252197265625,76.49545669555664,0.36286038160324097,0.5216171145439148
12,LSTM,True,"ADAM,0.001",16,50,84.40540432929993,75.48636198043823,0.35053232312202454,0.5424748659133911
13,LSTM,True,"ADAM,0.001",16,50,85.00900864601135,73.90454411506653,0.3387490212917328,0.571519672870636
14,LSTM,True,"ADAM,0.001",16,50,85.50450205802917,75.83181858062744,0.32683065533638,0.5453007221221924
15,LSTM,True,"ADAM,0.001",16,50,85.99549531936646,75.10454654693604,0.3178597390651703,0.5622552037239075
1,LSTM,True,"ADAM,0.001",16,100,53.78378629684448,53.87272834777832,0.6877370476722717,0.6999932527542114
2,LSTM,True,"ADAM,0.001",16,100,64.527028799057,66.07272624969482,0.636176347732544,0.6162243485450745
3,LSTM,True,"ADAM,0.001",16,100,70.15765905380249,71.29545211791992,0.5714105367660522,0.5574076771736145
4,LSTM,True,"ADAM,0.001",16,100,74.46396350860596,73.7500011920929,0.51316237449646,0.5193626284599304
5,LSTM,True,"ADAM,0.001",16,100,76.78828835487366,73.781818151474,0.4763128161430359,0.5153140425682068
6,LSTM,True,"ADAM,0.001",16,100,78.65315079689026,75.24999976158142,0.45026886463165283,0.4984971880912781
7,LSTM,True,"ADAM,0.001",16,100,79.60810661315918,75.62727332115173,0.4295174479484558,0.49858546257019043
8,LSTM,True,"ADAM,0.001",16,100,80.6171178817749,75.73636174201965,0.4126214385032654,0.5003885626792908
9,LSTM,True,"ADAM,0.001",16,100,81.62612318992615,75.84999799728394,0.3959865868091583,0.4984683394432068
10,LSTM,True,"ADAM,0.001",16,100,82.36486315727234,75.84545612335205,0.3851405084133148,0.4953385293483734
11,LSTM,True,"ADAM,0.001",16,100,82.91891813278198,75.98181962966919,0.3753153681755066,0.5019926428794861
12,LSTM,True,"ADAM,0.001",16,100,83.72071981430054,75.83181858062744,0.3602343797683716,0.5176710486412048
13,LSTM,True,"ADAM,0.001",16,100,84.3153178691864,75.74545741081238,0.34939438104629517,0.5296553373336792
14,LSTM,True,"ADAM,0.001",16,100,84.88288521766663,75.73636174201965,0.33827346563339233,0.523017406463623
15,LSTM,True,"ADAM,0.001",16,100,84.94594693183899,76.25908851623535,0.33192890882492065,0.5360341668128967
1,LSTM,True,"ADAM,0.001",32,50,53.396397829055786,59.036362171173096,0.6887805461883545,0.6706103682518005
2,LSTM,True,"ADAM,0.001",32,50,65.49549698829651,68.86818408966064,0.6219522953033447,0.5889555215835571
3,LSTM,True,"ADAM,0.001",32,50,72.76126146316528,72.61363863945007,0.539836049079895,0.5378716588020325
4,LSTM,True,"ADAM,0.001",32,50,76.36036276817322,74.63181614875793,0.488112211227417,0.5226668119430542
5,LSTM,True,"ADAM,0.001",32,50,78.57657670974731,75.5545437335968,0.451730877161026,0.4993699789047241
6,LSTM,True,"ADAM,0.001",32,50,80.37837743759155,75.74545741081238,0.41894635558128357,0.5013256669044495
7,LSTM,True,"ADAM,0.001",32,50,81.84234499931335,75.79091191291809,0.39842870831489563,0.5225327014923096
8,LSTM,True,"ADAM,0.001",32,50,83.30180048942566,76.06818079948425,0.3711164891719818,0.5055123567581177
9,LSTM,True,"ADAM,0.001",32,50,84.62162017822266,76.00908875465393,0.34721285104751587,0.5202304124832153
10,LSTM,True,"ADAM,0.001",32,50,85.81531643867493,76.29091143608093,0.32594671845436096,0.5409592986106873
11,LSTM,True,"ADAM,0.001",32,50,86.972975730896,75.56818127632141,0.303180068731308,0.5720252394676208
12,LSTM,True,"ADAM,0.001",32,50,87.8153145313263,75.27272701263428,0.2832517623901367,0.5766394734382629
13,LSTM,True,"ADAM,0.001",32,50,88.61261010169983,75.87272524833679,0.26502472162246704,0.6155466437339783
14,LSTM,True,"ADAM,0.001",32,50,89.8063063621521,75.52727460861206,0.2420889437198639,0.6205435395240784
15,LSTM,True,"ADAM,0.001",32,50,90.71621894836426,75.26363730430603,0.22678634524345398,0.6889469027519226
1,LSTM,True,"ADAM,0.001",32,100,50.788289308547974,51.72727108001709,0.6936637759208679,0.6925010681152344
2,LSTM,True,"ADAM,0.001",32,100,61.427927017211914,65.93636274337769,0.6524930596351624,0.6181879639625549
3,LSTM,True,"ADAM,0.001",32,100,70.90089917182922,70.1590895652771,0.5634318590164185,0.5763095021247864
4,LSTM,True,"ADAM,0.001",32,100,75.02702474594116,73.622727394104,0.5091453194618225,0.5270468592643738
5,LSTM,True,"ADAM,0.001",32,100,77.38288044929504,74.64545369148254,0.4703581631183624,0.5118035078048706
6,LSTM,True,"ADAM,0.001",32,100,79.0675699710846,75.61818361282349,0.43864569067955017,0.5020695328712463
7,LSTM,True,"ADAM,0.001",32,100,80.68017959594727,75.11818408966064,0.41203394532203674,0.5073333978652954
8,LSTM,True,"ADAM,0.001",32,100,82.29279518127441,75.73636174201965,0.3865225613117218,0.5167896151542664
9,LSTM,True,"ADAM,0.001",32,100,83.30630660057068,75.77727437019348,0.3655146062374115,0.5114489197731018
10,LSTM,True,"ADAM,0.001",32,100,84.79729890823364,75.1909077167511,0.3431084156036377,0.5312615036964417
11,LSTM,True,"ADAM,0.001",32,100,85.68468689918518,76.00908875465393,0.32733824849128723,0.5494632720947266
12,LSTM,True,"ADAM,0.001",32,100,86.66666746139526,75.36818385124207,0.3027490973472595,0.5653765797615051
13,LSTM,True,"ADAM,0.001",32,100,87.81080842018127,75.2227246761322,0.2855819761753082,0.574196994304657
14,LSTM,True,"ADAM,0.001",32,100,88.82432579994202,75.84545612335205,0.26568683981895447,0.6150009036064148
15,LSTM,True,"ADAM,0.001",32,100,89.86486196517944,75.38636326789856,0.24600151181221008,0.6236525177955627
1,LSTM,True,"ADAM,0.0001",16,50,52.50900983810425,51.25454664230347,0.6917967796325684,0.6951354146003723
2,LSTM,True,"ADAM,0.0001",16,50,54.067569971084595,53.98181676864624,0.6876428127288818,0.6886821985244751
3,LSTM,True,"ADAM,0.0001",16,50,58.72071981430054,60.96818447113037,0.6723494529724121,0.6601210832595825
4,LSTM,True,"ADAM,0.0001",16,50,63.067567348480225,60.88636517524719,0.6476843357086182,0.6625224947929382
5,LSTM,True,"ADAM,0.0001",16,50,64.59909677505493,63.46818208694458,0.6361697912216187,0.6435575485229492
6,LSTM,True,"ADAM,0.0001",16,50,65.05405306816101,65.16818404197693,0.6291639804840088,0.6285579204559326
7,LSTM,True,"ADAM,0.0001",16,50,66.36486649513245,64.97727036476135,0.6183008551597595,0.6304640769958496
8,LSTM,True,"ADAM,0.0001",16,50,67.32432246208191,64.99999761581421,0.6075995564460754,0.6318460702896118
9,LSTM,True,"ADAM,0.0001",16,50,68.0990993976593,66.6590929031372,0.6004981398582458,0.6128320693969727
10,LSTM,True,"ADAM,0.0001",16,50,68.0450439453125,67.90909171104431,0.5960139632225037,0.6000491976737976
11,LSTM,True,"ADAM,0.0001",16,50,69.21170949935913,68.83636116981506,0.5840263962745667,0.5869513154029846
12,LSTM,True,"ADAM,0.0001",16,50,69.70720887184143,68.2454526424408,0.5778636932373047,0.5925477743148804
13,LSTM,True,"ADAM,0.0001",16,50,70.01351118087769,69.56363916397095,0.5759155750274658,0.5778029561042786
14,LSTM,True,"ADAM,0.0001",16,50,71.02702856063843,69.03636455535889,0.5621163845062256,0.5835354924201965
15,LSTM,True,"ADAM,0.0001",16,50,71.10810875892639,69.94090676307678,0.5601872205734253,0.5729295015335083
1,LSTM,True,"ADAM,0.0001",16,100,51.752251386642456,52.022725343704224,0.6921890377998352,0.6920090317726135
2,LSTM,True,"ADAM,0.0001",16,100,53.99549603462219,53.16363573074341,0.6887744069099426,0.6906910538673401
3,LSTM,True,"ADAM,0.0001",16,100,55.33333420753479,56.34545683860779,0.6839831471443176,0.6811185479164124
4,LSTM,True,"ADAM,0.0001",16,100,61.20270490646362,61.76363825798035,0.6584076881408691,0.6551371216773987
5,LSTM,True,"ADAM,0.0001",16,100,63.945943117141724,64.24545645713806,0.6395598649978638,0.6389109492301941
6,LSTM,True,"ADAM,0.0001",16,100,64.90540504455566,64.98636603355408,0.6326532959938049,0.6326879858970642
7,LSTM,True,"ADAM,0.0001",16,100,65.3873860836029,65.51818251609802,0.6250576376914978,0.6280168890953064
8,LSTM,True,"ADAM,0.0001",16,100,66.66666865348816,66.10000133514404,0.6180002689361572,0.6197214126586914
9,LSTM,True,"ADAM,0.0001",16,100,66.73873662948608,64.81363773345947,0.6131770610809326,0.6305625438690186
10,LSTM,True,"ADAM,0.0001",16,100,67.26576685905457,65.57272672653198,0.6094247102737427,0.6259488463401794
11,LSTM,True,"ADAM,0.0001",16,100,67.84234046936035,67.09545254707336,0.5998731255531311,0.6089850664138794
12,LSTM,True,"ADAM,0.0001",16,100,68.51801872253418,67.76363849639893,0.5951071381568909,0.6025369167327881
13,LSTM,True,"ADAM,0.0001",16,100,68.63062977790833,68.04545521736145,0.5928648114204407,0.5985909104347229
14,LSTM,True,"ADAM,0.0001",16,100,69.11711692810059,68.79090666770935,0.584959864616394,0.5896592736244202
15,LSTM,True,"ADAM,0.0001",16,100,69.43243145942688,68.82272958755493,0.5805259943008423,0.5882946848869324
1,LSTM,True,"ADAM,0.0001",32,50,51.743245124816895,52.06817984580994,0.692528247833252,0.6920663714408875
2,LSTM,True,"ADAM,0.0001",32,50,55.14864921569824,53.56818437576294,0.6852238178253174,0.7134411931037903
3,LSTM,True,"ADAM,0.0001",32,50,60.40090322494507,62.28181719779968,0.6635099053382874,0.654036283493042
4,LSTM,True,"ADAM,0.0001",32,50,63.981980085372925,64.46818113327026,0.6401156187057495,0.6363649368286133
5,LSTM,True,"ADAM,0.0001",32,50,65.33783674240112,65.4409110546112,0.6263064742088318,0.6249487996101379
6,LSTM,True,"ADAM,0.0001",32,50,66.98648929595947,66.07272624969482,0.6104819774627686,0.6172773838043213
7,LSTM,True,"ADAM,0.0001",32,50,68.01801919937134,67.53636598587036,0.6001220345497131,0.6012618541717529
8,LSTM,True,"ADAM,0.0001",32,50,68.68919134140015,68.34545731544495,0.5888779163360596,0.5951737761497498
9,LSTM,True,"ADAM,0.0001",32,50,69.5090115070343,69.2727267742157,0.5818362832069397,0.580851137638092
10,LSTM,True,"ADAM,0.0001",32,50,69.8423445224762,69.52272653579712,0.5746454000473022,0.5763011574745178
11,LSTM,True,"ADAM,0.0001",32,50,71.05405330657959,70.1090931892395,0.5644626021385193,0.5693273544311523
12,LSTM,True,"ADAM,0.0001",32,50,71.1801826953888,70.80000042915344,0.5563149452209473,0.5637063384056091
13,LSTM,True,"ADAM,0.0001",32,50,71.94594740867615,71.14999890327454,0.5474313497543335,0.5549243092536926
14,LSTM,True,"ADAM,0.0001",32,50,72.59008884429932,71.64090871810913,0.5394464731216431,0.5513569116592407
15,LSTM,True,"ADAM,0.0001",32,50,73.1171190738678,71.34090662002563,0.5328535437583923,0.5526218414306641
1,LSTM,True,"ADAM,0.0001",32,100,51.752251386642456,52.16818451881409,0.69248366355896,0.6924265027046204
2,LSTM,True,"ADAM,0.0001",32,100,56.03603720664978,60.55908799171448,0.6811107993125916,0.6661760210990906
3,LSTM,True,"ADAM,0.0001",32,100,61.27477288246155,62.381815910339355,0.6575564742088318,0.6529829502105713
4,LSTM,True,"ADAM,0.0001",32,100,63.39189410209656,63.418179750442505,0.6434260010719299,0.6458009481430054
5,LSTM,True,"ADAM,0.0001",32,100,65.03153443336487,64.86363410949707,0.629814088344574,0.6328730583190918
6,LSTM,True,"ADAM,0.0001",32,100,65.92342257499695,65.42272567749023,0.6197535395622253,0.6241100430488586
7,LSTM,True,"ADAM,0.0001",32,100,67.32432246208191,66.86363816261292,0.6060919761657715,0.6065198183059692
8,LSTM,True,"ADAM,0.0001",32,100,68.00450682640076,67.12727546691895,0.5975428819656372,0.6043065786361694
9,LSTM,True,"ADAM,0.0001",32,100,68.83333325386047,68.50908994674683,0.589979887008667,0.5901708006858826
10,LSTM,True,"ADAM,0.0001",32,100,69.67567801475525,68.91818046569824,0.5793678760528564,0.5833135843276978
11,LSTM,True,"ADAM,0.0001",32,100,70.18017768859863,69.49999928474426,0.5717952251434326,0.5765788555145264
12,LSTM,True,"ADAM,0.0001",32,100,70.3153133392334,68.93181800842285,0.5686122179031372,0.583958089351654
13,LSTM,True,"ADAM,0.0001",32,100,70.81981897354126,70.01363635063171,0.5616057515144348,0.5701311826705933
14,LSTM,True,"ADAM,0.0001",32,100,71.54054045677185,70.45454382896423,0.5564154386520386,0.5726406574249268
15,LSTM,True,"ADAM,0.0001",32,100,71.50900959968567,69.79091167449951,0.5512443780899048,0.571820080280304
1,LSTM,False,"ADAM,0.001",16,50,60.86937189102173,59.727275371551514,0.6522473692893982,0.6481115818023682
2,LSTM,False,"ADAM,0.001",16,50,60.93243360519409,58.15454721450806,0.6602352857589722,0.6715942621231079
3,LSTM,False,"ADAM,0.001",16,50,70.29279470443726,77.63181924819946,0.5747770667076111,0.48988673090934753
4,LSTM,False,"ADAM,0.001",16,50,81.18468523025513,79.22272682189941,0.4226774573326111,0.4497215151786804
5,LSTM,False,"ADAM,0.001",16,50,83.40540528297424,79.63181734085083,0.3808322548866272,0.4446868300437927
6,LSTM,False,"ADAM,0.001",16,50,85.06306409835815,78.8772702217102,0.3518993556499481,0.4622162878513336
7,LSTM,False,"ADAM,0.001",16,50,86.47297024726868,78.94999980926514,0.3229435384273529,0.4745188355445862
8,LSTM,False,"ADAM,0.001",16,50,88.07657361030579,79.0045440196991,0.29499027132987976,0.4966375529766083
9,LSTM,False,"ADAM,0.001",16,50,89.29729461669922,78.5909116268158,0.27035439014434814,0.5186567902565002
10,LSTM,False,"ADAM,0.001",16,50,90.3873860836029,78.34091186523438,0.24790439009666443,0.5385912656784058
1,LSTM,False,"ADAM,0.001",16,100,59.30630564689636,66.15909337997437,0.6672543287277222,0.6309805512428284
2,LSTM,False,"ADAM,0.001",16,100,71.23873829841614,70.4590916633606,0.5757257342338562,0.5824484825134277
3,LSTM,False,"ADAM,0.001",16,100,75.32432675361633,72.61363863945007,0.5299193263053894,0.5975325703620911
4,LSTM,False,"ADAM,0.001",16,100,79.12612557411194,77.31817960739136,0.46788257360458374,0.4910869896411896
5,LSTM,False,"ADAM,0.001",16,100,81.77477717399597,78.78636121749878,0.4118477404117584,0.4683941602706909
6,LSTM,False,"ADAM,0.001",16,100,83.38738679885864,79.06818389892578,0.3784233033657074,0.4613490104675293
7,LSTM,False,"ADAM,0.001",16,100,85.02252101898193,79.37727570533752,0.3479020893573761,0.5072439312934875
8,LSTM,False,"ADAM,0.001",16,100,86.1441433429718,78.28181982040405,0.3230758607387543,0.4928976595401764
9,LSTM,False,"ADAM,0.001",16,100,87.22972869873047,77.89999842643738,0.3027728796005249,0.5104221701622009
10,LSTM,False,"ADAM,0.001",16,100,87.77477741241455,78.66363525390625,0.28692466020584106,0.5298981666564941
1,LSTM,False,"ADAM,0.001",32,50,57.545047998428345,69.44090723991394,0.6757256388664246,0.6170163154602051
2,LSTM,False,"ADAM,0.001",32,50,74.68017935752869,76.42727494239807,0.538358211517334,0.49648866057395935
3,LSTM,False,"ADAM,0.001",32,50,81.19369149208069,79.30908799171448,0.4216943085193634,0.444473534822464
4,LSTM,False,"ADAM,0.001",32,50,83.97297263145447,79.6681821346283,0.36723792552948,0.44319024682044983
5,LSTM,False,"ADAM,0.001",32,50,86.2882912158966,79.37727570533752,0.32410192489624023,0.45631691813468933
6,LSTM,False,"ADAM,0.001",32,50,88.10811042785645,78.96363735198975,0.28747013211250305,0.48139190673828125
7,LSTM,False,"ADAM,0.001",32,50,89.78378176689148,78.34545373916626,0.25095227360725403,0.5182186961174011
8,LSTM,False,"ADAM,0.001",32,50,91.49549603462219,77.7681827545166,0.2176801562309265,0.5565693378448486
9,LSTM,False,"ADAM,0.001",32,50,92.90990829467773,78.06363701820374,0.18823343515396118,0.644630491733551
10,LSTM,False,"ADAM,0.001",32,50,94.21621561050415,77.64999866485596,0.1623489111661911,0.7175431251525879
1,LSTM,False,"ADAM,0.001",32,100,57.91891813278198,71.16818428039551,0.678094208240509,0.599957287311554
2,LSTM,False,"ADAM,0.001",32,100,65.14414548873901,73.93181920051575,0.6210176348686218,0.5613439083099365
3,LSTM,False,"ADAM,0.001",32,100,79.43243384361267,77.74090766906738,0.4621873199939728,0.4949069023132324
4,LSTM,False,"ADAM,0.001",32,100,83.53603482246399,78.61818075180054,0.38476112484931946,0.4682483673095703
5,LSTM,False,"ADAM,0.001",32,100,85.23873686790466,78.22272777557373,0.3458689749240875,0.48137831687927246
6,LSTM,False,"ADAM,0.001",32,100,86.68468594551086,78.07727456092834,0.317267507314682,0.4993950128555298
7,LSTM,False,"ADAM,0.001",32,100,88.03603649139404,77.99999713897705,0.28892746567726135,0.521635890007019
8,LSTM,False,"ADAM,0.001",32,100,89.06756639480591,77.71818041801453,0.2652292549610138,0.5536233186721802
9,LSTM,False,"ADAM,0.001",32,100,90.24324417114258,77.42727398872375,0.24167084693908691,0.5916586518287659
10,LSTM,False,"ADAM,0.001",32,100,91.24324321746826,77.19091176986694,0.22128640115261078,0.6342237591743469
1,LSTM,False,"ADAM,0.0001",16,50,54.783785343170166,64.53636288642883,0.6837141513824463,0.6153383255004883
2,LSTM,False,"ADAM,0.0001",16,50,72.6036012172699,74.04090762138367,0.5528184771537781,0.5359769463539124
3,LSTM,False,"ADAM,0.0001",16,50,78.07657718658447,75.86363554000854,0.4833807647228241,0.5076302289962769
4,LSTM,False,"ADAM,0.0001",16,50,79.95945811271667,77.41363644599915,0.4509977400302887,0.49235835671424866
5,LSTM,False,"ADAM,0.0001",16,50,81.36937022209167,78.01818251609802,0.424643337726593,0.4808657467365265
6,LSTM,False,"ADAM,0.0001",16,50,82.5360357761383,78.6227285861969,0.40549296140670776,0.48143771290779114
7,LSTM,False,"ADAM,0.0001",16,50,83.35134983062744,78.73181700706482,0.3901004195213318,0.4725188910961151
8,LSTM,False,"ADAM,0.0001",16,50,83.97747874259949,78.93636226654053,0.3793182969093323,0.471830815076828
9,LSTM,False,"ADAM,0.0001",16,50,84.37387347221375,78.91818284988403,0.3714781701564789,0.4657840132713318
10,LSTM,False,"ADAM,0.0001",16,50,84.74774956703186,79.17272448539734,0.3638235628604889,0.4766440689563751
1,LSTM,False,"ADAM,0.0001",16,100,53.72973084449768,54.91818189620972,0.6902893781661987,0.6863035559654236
2,LSTM,False,"ADAM,0.0001",16,100,66.1621630191803,72.06818461418152,0.6125348806381226,0.5578319430351257
3,LSTM,False,"ADAM,0.0001",16,100,75.74774622917175,74.66363906860352,0.5088847279548645,0.5236688852310181
4,LSTM,False,"ADAM,0.0001",16,100,78.09008955955505,76.30454301834106,0.4714716672897339,0.5142651200294495
5,LSTM,False,"ADAM,0.0001",16,100,79.95045185089111,77.20909118652344,0.4460848271846771,0.5051919221878052
6,LSTM,False,"ADAM,0.0001",16,100,80.86937069892883,77.46363878250122,0.4297655522823334,0.49398499727249146
7,LSTM,False,"ADAM,0.0001",16,100,81.76125884056091,77.9772698879242,0.4154479205608368,0.49351561069488525
8,LSTM,False,"ADAM,0.0001",16,100,82.50901103019714,78.04545164108276,0.40384307503700256,0.48840412497520447
9,LSTM,False,"ADAM,0.0001",16,100,83.10810923576355,78.21817994117737,0.39460402727127075,0.48537886142730713
10,LSTM,False,"ADAM,0.0001",16,100,83.47747921943665,78.4500002861023,0.38868555426597595,0.4877632260322571
1,LSTM,False,"ADAM,0.0001",32,50,55.84233999252319,63.336366415023804,0.6787879467010498,0.6248445510864258
2,LSTM,False,"ADAM,0.0001",32,50,74.87837672233582,78.21363806724548,0.5144578218460083,0.4699738025665283
3,LSTM,False,"ADAM,0.0001",32,50,80.86937069892883,79.1590929031372,0.41917288303375244,0.45377132296562195
4,LSTM,False,"ADAM,0.0001",32,50,82.60810971260071,79.75000143051147,0.3894939124584198,0.43647322058677673
5,LSTM,False,"ADAM,0.0001",32,50,83.18918943405151,79.83636260032654,0.37579140067100525,0.4401838183403015
6,LSTM,False,"ADAM,0.0001",32,50,83.8378369808197,79.8409104347229,0.365386962890625,0.45043423771858215
7,LSTM,False,"ADAM,0.0001",32,50,83.9819848537445,79.89545464515686,0.35836583375930786,0.4424911439418793
8,LSTM,False,"ADAM,0.0001",32,50,84.50450301170349,79.78636622428894,0.35084426403045654,0.45002809166908264
9,LSTM,False,"ADAM,0.0001",32,50,84.67567563056946,79.50000166893005,0.3447073996067047,0.4697709083557129
10,LSTM,False,"ADAM,0.0001",32,50,84.83783602714539,79.53181862831116,0.33889707922935486,0.4557783305644989
1,LSTM,False,"ADAM,0.0001",32,100,55.31531572341919,64.5909070968628,0.6799739599227905,0.6135022044181824
2,LSTM,False,"ADAM,0.0001",32,100,73.87387156486511,76.7409086227417,0.5291548371315002,0.5023922324180603
3,LSTM,False,"ADAM,0.0001",32,100,80.27477264404297,78.63181829452515,0.4376613199710846,0.46075183153152466
4,LSTM,False,"ADAM,0.0001",32,100,82.32882618904114,79.33181524276733,0.4011603593826294,0.4510146975517273
5,LSTM,False,"ADAM,0.0001",32,100,83.36936831474304,79.32272553443909,0.38198941946029663,0.4477230906486511
6,LSTM,False,"ADAM,0.0001",32,100,83.86036157608032,79.75909113883972,0.37064841389656067,0.44477590918540955
7,LSTM,False,"ADAM,0.0001",32,100,84.25225019454956,79.75909113883972,0.36364930868148804,0.4420856237411499
8,LSTM,False,"ADAM,0.0001",32,100,84.44144129753113,79.34545278549194,0.3558053970336914,0.4535371661186218
9,LSTM,False,"ADAM,0.0001",32,100,84.74324345588684,79.50454354286194,0.3506445586681366,0.46191897988319397
10,LSTM,False,"ADAM,0.0001",32,100,84.74324345588684,79.59545254707336,0.3479810059070587,0.46479910612106323
